Title,Source Link,Time of the post,Source Name
WHO launches campaign against China virus misinformation,https://www.channelnewsasia.com/news/world/who-launches-campaign-against-china-virus-misinformation-12386244?cid=FBcna&fbclid=IwAR1kSSSYcKnw-PB8kmFpntD5HUKXLTbG4ejQpVcrJl4tV8fC3V8-YGW-e5A,03 Feb 2020 6:37 PM,Channel NewsAsia
"Russia to expel foreigners with coronavirus, halts passenger trains to China",https://www.channelnewsasia.com/news/world/russia-wuhan-coronavirus-expel-foreigners-halt-china-train-12386164?cid=FBcna&fbclid=IwAR1TGZtXftCZBRSQre_hu1N_hhUUNVNofHLaxBe_EyrlprGs9B1aarqKHbw,03 Feb 2020 6:13 PM,Channel NewsAsia
Commentary: How effective are mass quarantines in China in curbing the spread of the novel coronavirus?,https://www.channelnewsasia.com/news/commentary/novel-coronavirus-wuhan-china-quarantine-lockdown-sars-who-12385268?cid=fbcna&fbclid=IwAR2ulDJ5oK8gXxBjczDwv6q5J6tB5_XQrjWr7bHp-DtkC8PdBtDaRonwabA,03 Feb 2020 6:05 PM,Channel NewsAsia
We will not leave any overseas Singaporean behind: Vivian Balakrishnan on fight against coronavirus,https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-mfa-will-not-leave-singaporeans-behind-12385894?cid=fbcna&fbclid=IwAR0BMwPWuPJIiZ1bgcR8OwoixcE2epbIvU-K3mr7u5sgUPfvFoHBkQDs6Lc,03 Feb 2020 6:09 PM,Channel NewsAsia
Novel coronavirus: Hong Kong leader Carrie Lam announces suspension of 10 border crossings with mainland China,https://www.channelnewsasia.com/news/asia/wuhan-virus-hong-kong-carrie-lam-suspension-border-crossings-12386054?cid=FBcna&fbclid=IwAR3dCMXodZu9HF3pYPcY_taa0LAHlLXQ55-l6XcheuOUcGBkmMR39G4Lt5U,03 Feb 2020 5:31 PM,Channel NewsAsia
"Novel coronavirus: 524 people under quarantine in Singapore, says Lawrence Wong",https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-quarantine-cases-home-lawrence-wong-12385570?cid=fbcna&fbclid=IwAR3MSCd23VjhlqSy6r8TkoIUxrXzEQ9ckmWD6hUXVlMVpr-Ctwo2KDsqUZ4,03 Feb 2020 4:48 PM,Channel NewsAsia
"China says US creating, spreading fear after virus outbreak",https://www.channelnewsasia.com/news/asia/wuhan-coronavirus-china-says-united-states-spreading-fear-12385722?cid=FBcna&fbclid=IwAR0tdVidATjhCRQj2-eGD1_JgTU0MliYzcDqs5xYKi-_TqP29z0VtroQx1E,03 Feb 2020 4:27 PM,Channel NewsAsia
China says it 'urgently needs' medical masks to tackle virus,https://www.channelnewsasia.com/news/asia/china-urgently-needs-medical-masks-tackle-wuhan-coronavirus-12385700?cid=FBcna&fbclid=IwAR3DjbhPks1rW1gccx6grJ49xYyYrBp3r6ytvV2E5-1FezxLCzZUEeHbJkE,03 Feb 2020 4:17 PM,Channel NewsAsia
Hong Kong medical workers strike to urge closure of China border to block virus,https://www.channelnewsasia.com/news/asia/hong-kong-medical-workers-strike-china-border-close-coronavirus-12385604?cid=FBcna&fbclid=IwAR0rcRin-he-aPdwVO-tk_08XPLo02lUBFVxVii8JM8pkfC9Mu7UXBtuAKQ,03 Feb 2020 3:43 PM,Channel NewsAsia
"Shut out of WHO, Taiwan faces flight bans, update delays in novel coronavirus crisis",https://www.channelnewsasia.com/news/asia/wuhan-virus-taiwan-china-who-flight-bans-update-delays-12385448?cid=FBcna&fbclid=IwAR0TEIFlcgAjACrPv1GJMMmyWBKRZhUwJ9nlbT6PoGeGI_42Ru0ozP8u7uc,03 Feb 2020 3:22 PM,Channel NewsAsia
Singapore preparing various contingencies as outbreak of novel coronavirus evolves: Gan Kim Yong,https://www.channelnewsasia.com/news/singapore/novel-coronavirus-singapore-preparing-contigencies-moh-12385056?cid=FBcna&fbclid=IwAR1f2hmBkdlkYy1rZdCX8ELxZkf5OIHoNen6DbGVgKZlM-qoZEyo_vNtQMQ,03 Feb 2020 3:25 PM,Channel NewsAsia
Every Singaporean must play their part in fight against coronavirus: Lawrence Wong,https://www.channelnewsasia.com/news/singapore/singaporeans-responsible-fight-wuhan-coronavirus-lawrence-wong-12385410?cid=fbcna&fbclid=IwAR2KE2lnoN6tY4q_dpHmbnwv6xt8I7g5XNl8i-UB6yLb9aHESFDY2X4i9YQ,03 Feb 2020 3:37 PM,Channel NewsAsia
36 evacuated from China to France show virus symptoms,https://www.channelnewsasia.com/news/world/wuhan-novel-coronavirus-france-china-evacuated-symptoms-12385188?cid=FBcna&fbclid=IwAR3OE-XeggW4xgGEWIKtkQiDz6nsgrWbr0oOE7FUitYwVRCjXQYuWVMFz18,03 Feb 2020 2:03 PM,Channel NewsAsia
"Fearing novel coronavirus, Hong Kong residents stock up on food, essentials",https://www.channelnewsasia.com/news/asia/wuhan-virus-china-hong-kong-residents-stock-up-food-essentials-12385150?cid=FBcna&fbclid=IwAR0WCWd4_R544JUbQr_ndZC0D_hSnxzZrLAZH1Ts96kWRJ2QwbFQq_2aWBI,03 Feb 2020 1:46 PM,Channel NewsAsia
Chinese markets plunge US$420 billion as novel coronavirus death toll rises,https://www.channelnewsasia.com/news/business/wuhan-virus-chinese-markets-plunge-global-fears-death-toll-12384714?cid=FBcna&fbclid=IwAR24sPxEbgzanVbL3J0dKxc5LU-RwJEvUNpczvurfhNEBUQkRpqVlZ_na4I,03 Feb 2020 11:31 AM,Channel NewsAsia
China's death toll from coronavirus surpasses SARS,https://www.channelnewsasia.com/news/asia/china-coronavirus-wuhan-death-toll-spikes-more-than-sars-12385274?cid=FBcna&fbclid=IwAR39PvqTqedLd8WoIn0GK8pMQpQupL3ajoIMLLIIQXH1-XnMS60dXo03fJQ,03 Feb 2020 1:40 PM,Channel NewsAsia
"Novel coronavirus from Wuhan could transmit through human faeces, say scientists: Report",https://www.channelnewsasia.com/news/asia/wuhan-novel-coronavirus-faeces-oral-fecal-transmission-china-12384732?cid=FBcna&fbclid=IwAR2hU-jIJHjGoXpOlb_DdR_mmyPm9419DR3sib8hnlIpu8OE7uyBVfYewYA,03 Feb 2020 11:45 AM,Channel NewsAsia
"Vietnam confirms 3 new cases of novel coronavirus, bringing total to 8",https://www.channelnewsasia.com/news/asia/wuhan-virus-vietnam-confirms-new-cases-china-flight-contact-12384730?cid=FBcna&fbclid=IwAR3VQMa-RWhRIKW5eMwBin-Y7LQ8ZLcPRGFucQ8mgxm30Mx4A6LW9z8SZ5Y,03 Feb 2020 11:09 AM,Channel NewsAsia
"China coronavirus cases exceed 17,000 nationwide",https://www.channelnewsasia.com/news/asia/wuhan-virus-china-new-cases-death-toll-12384204?cid=FBcna&fbclid=IwAR0f7MwaddFNhKFRwmNQIYBzPJ6_lLpswJ_rlqCXHPzprLVw_83HHptP-AA,03 Feb 2020 7:12 AM,Channel NewsAsia
Commentary: Tourism in Asia takes a beating after Wuhan coronavirus outbreak,https://www.channelnewsasia.com/news/commentary/wuhan-virus-coronavirus-tourism-worst-hit-countries-cities-china-12377622?cid=FBcna&fbclid=IwAR0qF54ITMdeW2rxuNwrO_-abFmGKcCzTmbzFsHoq1YNev7wLgGO4Rk1Zvg,03 Feb 2020 6:21 AM,Channel NewsAsia
"The Big Read: 17 years on, Singapore puts SARS lessons to the test in fight against Wuhan https://www.channelnewsasia.com/news/singapore/singapore-sars-lessons-wuhan-coronavirus-virus-plans-lessons-12380842?cid=FBcna&fbclid=IwAR2xR12oDbOsWnvQK7Eyi7ZzhCgcJ1uzQK070ERXqVZnNlkeaOJ8eD_-LoU",https://www.channelnewsasia.com/news/singapore/singapore-sars-lessons-wuhan-coronavirus-virus-plans-lessons-12380842?cid=FBcna&fbclid=IwAR2xR12oDbOsWnvQK7Eyi7ZzhCgcJ1uzQK070ERXqVZnNlkeaOJ8eD_-LoU,03 Feb 2020 6:21 AM,Channel NewsAsia
"Singapore supportive of China, confident it can deal with Wuhan coronavirus: Shanmugam",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-travel-restrictions-ica-shanmugam-12383008,02 Feb 2020 9:23 PM,Channel NewsAsia
Plane repatriating 250 Europeans from China's Wuhan lands in France,https://www.channelnewsasia.com/news/world/plane-repatriating-europeans-from-china-wuhan-lands-france-12383676,02 Feb 2020 11:23 PM,Channel NewsAsia
Afghanistan seeks to quarantine any coronavirus cases,https://www.channelnewsasia.com/news/asia/afghanistan-quarantine-wuhan-coronavirus-cases-12383662,02 Feb 2020 11:15 PM,Channel NewsAsia
"Cocktail of flu, HIV drugs appears to help fight coronavirus: Thai doctors",https://www.channelnewsasia.com/news/asia/wuhan-coronavirus-hiv-flu-drugs-remedy-thailand-12383016,02 Feb 2020 9:00 PM,Channel NewsAsia
Wuhan coronavirus: Malaysia to bring home citizens and their spouses from virus epicentre,https://www.channelnewsasia.com/news/asia/wuhna-coronavirus-malaysia-send-flight-bring-home-citizens-12382584,02 Feb 2020 6:57 PM,Channel NewsAsia
Singapore focused on minimising risk of community spread of Wuhan coronavirus: Iswaran,https://www.channelnewsasia.com/news/singapore/wuhan-virus-iswaran-desmond-lee-masks-resilience-12382594,02 Feb 2020 6:05 PM,Channel NewsAsia
"Coronavirus won't turn you into a 'zombie', says Malaysia",https://www.channelnewsasia.com/news/asia/malaysia-wuhan-coronavirus-zombie-tweet-rumours-12382426,02 Feb 2020 5:33 PM,Channel NewsAsia
"Escaping the virus lockdown in Wuhan would have torn his family, so he stayed",https://www.channelnewsasia.com/news/asia/wuhan-virus-china-south-korea-torn-his-family-stayed-12382270,02 Feb 2020 5:20 PM,Channel NewsAsia
Tokyo to 'strengthen testing' for coronavirus before Olympics,https://www.channelnewsasia.com/news/sport/tokyo-summer-olympics-testing-wuhan-coronavirus-12382536,02 Feb 2020 4:52 PM,Channel NewsAsia
Herbal remedies for the coronavirus spark debate in China,https://www.channelnewsasia.com/news/asia/herbal-remedies-wuhan-coronavirus-debate-china-12382332,02 Feb 2020 3:49 PM,Channel NewsAsia
Wuhan coronavirus: South Korea bars foreigners who visited Hubei province,https://www.channelnewsasia.com/news/asia/wuhan-virus-south-korea-travellers-hubei-new-cases-12382306,02 Feb 2020 3:26 PM,Channel NewsAsia
"Commentary: As a parent, I worry about my kids and the Wuhan coronavirus situation. So I’m taking action",https://www.channelnewsasia.com/news/commentary/wuhan-virus-coronavirus-parents-schools-precautions-measures-12374280,02 Feb 2020 6:06 AM,Channel NewsAsia
FAQ: Wuhan coronavirus and its outbreak,https://www.channelnewsasia.com/news/singapore/faq-wuhan-coronavirus-and-its-outbreak-12373466,01 Feb 2020 6:01 AM,Channel NewsAsia
I saw Singapore's first SARS case; I’m still alive and standing': At the frontline of the Wuhan coronavirus,https://www.channelnewsasia.com/news/singapore/wuhan-virus-frontline-doctor-brenda-ang-ncid-12375708,01 Feb 2020 7:31 AM,Channel NewsAsia
"Avoid speculating, spreading 'unfounded rumours' on Wuhan coronavirus: NEA",https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-nea-avoid-spreading-rumours-whatsapp-telegram-12380440,01 Feb 2020 7:55 PM,Channel NewsAsia
"Wuhan coronavirus: Quarantined taxi, private-hire drivers to receive care package",https://www.channelnewsasia.com/news/singapore/wuhan-virus-quarantined-taxi-private-hire-drivers-care-package-12377508,01 Feb 2020 11:56 AM,Channel NewsAsia
"Tourism, transport sectors to get targeted help in response to coronavirus economic impact",https://www.channelnewsasia.com/news/singapore/wuhan-virus-government-help-tourism-transport-heng-swee-keat-12376848,01 Feb 2020 6:19 PM,Channel NewsAsia
"Wuhan coronavirus: Singapore Airshow organiser 'undoubtedly' expects fewer exhibitors, visitors",https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-singapore-airshow-fewer-exhibitors-visitors-12376130,01 Feb 2020 10:11 AM,Channel NewsAsia
"Singapore has 'done well' in handling Wuhan coronavirus situation, but must remain vigilant: PM Lee",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-has-done-well-in-handling-situation-pm-lee-12373344,31 Jan 2020 2:04 PM,Channel NewsAsia
Wuhan coronavirus: Singapore to widen travel restrictions to all new visitors who recently travelled to mainland China,https://www.channelnewsasia.com/news/singapore/wuhan-virus-travel-restrictions-all-visitors-china-12374324,31 Jan 2020 6:06 PM,Channel NewsAsia
Got an email about the Wuhan coronavirus? It could be a computer virus,https://www.channelnewsasia.com/news/singapore/singcert-malicious-emails-wuhan-coronavirus-12375664,31 Jan 2020 11:05 PM,Channel NewsAsia
"Singaporean evacuated from Wuhan among country's 3 new cases of coronavirus, total now 16: MOH",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-new-cases-coronavirus-china-12373156,31 Jan 2020 8:17 PM,Channel NewsAsia
"Wuhan coronavirus, Singapore's emergency preparedness to be discussed in Parliament",https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-singapore-emergency-preparedness-parliament-12373820,31 Jan 2020 10:08 PM,Channel NewsAsia
"Wuhan coronavirus: 1,500 SAF personnel packing 5.2m masks in 24-hour operation",https://www.channelnewsasia.com/news/singapore/wuhan-virus-masks-saf-safti-coronavirus-household-12374196,31 Jan 2020 5:01 PM,Channel NewsAsia
Wuhan coronavirus: Scoot to suspend all flights between Singapore and mainland China,https://www.channelnewsasia.com/news/singapore/wuhan-virus-scoot-suspend-flights-singapore-mainland-china-12375194,31 Jan 2020 9:15 PM,Channel NewsAsia
"Wuhan virus: 3 new cases confirmed in Singapore, bringing tally to 13",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-new-confirmed-cases-13-12369838,30 Jan 2020 9:02 PM,Channel NewsAsia
Evacuations from Wuhan: What are the risks?,https://www.channelnewsasia.com/news/asia/wuhan-virus-evacuations-risks-planes-singapore-scoot-12373370,31 Jan 2020 3:48 PM,Channel NewsAsia
"Commentary: Wuhan virus – how prepared is your company? What gets green, amber and red rankings",https://www.channelnewsasia.com/news/commentary/wuhan-virus-how-prepared-your-company-work-flexible-continuity-12369936,31 Jan 2020 6:18 AM,Channel NewsAsia
"Correction directions issued over claims of Singaporeans contracting Wuhan coronavirus, shortage of masks",https://www.channelnewsasia.com/news/singapore/wuhan-virus-pofma-direction-article-facebook-12372632,31 Jan 2020 11:09 AM,Channel NewsAsia
Retailer Deen Express asked to explain high prices for masks: MTI,https://www.channelnewsasia.com/news/singapore/wuhan-virus-deen-express-mask-high-prices-carousell-lazada-qoo10-12371116,30 Jan 2020 7:45 PM,Channel NewsAsia
"Travel agencies see cancellations, temporarily suspend trips to China over Wuhan virus",https://www.channelnewsasia.com/news/singapore/wuhan-virus-china-trips-travel-agencies-cancellations-12370088,31 Jan 2020 6:18 AM,Channel NewsAsia
"Wuhan virus: Scoot to suspend flights between Singapore and 11 Chinese cities, SIA to reduce capacity",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-airlines-sia-scoot-china-flights-12372562,31 Jan 2020 7:09 AM,Channel NewsAsia
Malaysia to send 18 million medical gloves to Wuhan for healthcare workers amid coronavirus outbreak,https://www.channelnewsasia.com/news/asia/wuhan-virus-malaysia-medical-gloves-12373326?cid=FBcna&fbclid=IwAR1nxfSTxaiXw70erbW9Is3BxkCk_RTic6gbGfyVkj3QJfpA6qE58qFyFDA,31 Jan 2020 3:45 PM,Channel NewsAsia
Commentary: Jiayou! A community in crisis but Wuhan residents fight back with calls for solidarityhttps://www.channelnewsasia.com/news/commentary/wuhan-virus-coronavirus-residents-jiayou-fight-back-situation-12372762?cid=FBcna&fbclid=IwAR3Hdx2faTj9TZjUTIEUYdN6MHi3Ly1rDUM125AL-fYI0fx-Uvme0y3fN4Y,https://www.channelnewsasia.com/news/commentary/wuhan-virus-coronavirus-residents-jiayou-fight-back-situation-12372762?cid=FBcna&fbclid=IwAR3Hdx2faTj9TZjUTIEUYdN6MHi3Ly1rDUM125AL-fYI0fx-Uvme0y3fN4Y,31 Jan 2020 3:28 PM,Channel NewsAsia
"Singapore has 'done well' in handling Wuhan coronavirus situation, but must remain vigilant: PM Lee",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-has-done-well-in-handling-situation-pm-lee-12373344?cid=fbcna&fbclid=IwAR0Ap-Q5hUwI0nrshA9Ili5nKlLyXOkgdr-RoiwS0ehyNuqLbW17z_ooI_E,31 Jan 2020 2:04 PM,Channel NewsAsia
Chinese communities in Italy warn of 'racism' over Wuhan coronavirus,https://www.channelnewsasia.com/news/world/wuhan-virus-coronavirus-italy-racism-12373002?cid=FBcna&fbclid=IwAR2ronkoBvqcyPGfHGjPPUCsYmtL1zNfB-YCc0ek85zN-PsrTlD7JK7YOPw,31 Jan 2020 12:28 PM,Channel NewsAsia
China to fly overseas citizens back to virus-hit Hubei province,https://www.channelnewsasia.com/news/asia/wuhan-virus-china-citizens-overseas-coronavirus-hubei-tourists-12372960,31 Jan 2020 12:31 PM,Channel NewsAsia
Charter flight carrying South Koreans from Wuhan arrives home,https://www.channelnewsasia.com/news/asia/wuhan-virus-south-korea-plane-evacuate-12373034?cid=FBcna&fbclid=IwAR2p07b3jILkF1vS84Ige1nObci6oAnRJsxsdX__jaS1E9zsdxPqUnpPcX8,31 Jan 2020 12:08 PM,Channel NewsAsia
Japan speeds up new Wuhan coronavirus measures as more evacuees arrive,https://www.channelnewsasia.com/news/asia/japan-wuhan-virus-special-measures-designated-infectious-disease-12372782?cid=FBcna&fbclid=IwAR1y7aeewcI-s6aty3OQqK5mUTgQ9f5WbC6ht1us3UBZ8lZLZEomCAZkG44,31 Jan 2020 10:26 AM,Channel NewsAsia
"US confirms first human spread of Wuhan coronavirus, tells citizens 'do not travel' to China",https://www.channelnewsasia.com/news/world/wuhan-virus-us-first-person-human-coronavirus-transmission-12372262?cid=FBcna&fbclid=IwAR1-DxHdwvkRKGqsN1pZPTKuRqc5FQmJnUtN3WGQcpUwQ4rcF6uoLnSQfVQ,31 Jan 2020 2:28 AM,Channel NewsAsia
Wuhan virus: Johor steps up precautions as tourism sector braces for impact,https://www.channelnewsasia.com/news/asia/wuhan-virus-johor-tourism-sector-malaysia--12369062?cid=FBcna&fbclid=IwAR0iyUhPe1KU7KuACx67hsPfj3X4go5GrHXC8z68LdH7fHCA6rDZ1fOqwm4,31 Jan 2020 6:18 AM,Channel NewsAsia
Italy lets passengers off cruise ship after Wuhan virus scare,https://www.channelnewsasia.com/news/world/wuhan-virus-italy-cruise-ship-lockdown-12372508?cid=FBcna&fbclid=IwAR38TUFbv_HT1EHhTuxKMRfGZbHpclMmK5zfYm6eaaqvX9qRSahCuB0aCHI,31 Jan 2020 5:51 AM,Channel NewsAsia
WHO declares international emergency over Wuhan virus,https://www.channelnewsasia.com/news/world/wuhan-virus-who-international-emergency-declare-12372372?cid=FBcna&fbclid=IwAR1c9tuqtJl4HdoA-2UEANG0GKXJkmrj9jkU8IcCLNFR5ikMi6G09wXIUkc,31 Jan 2020 3:59 AM,Channel NewsAsia
I'm more useful here': French doctor stays put in virus-hit Wuhan,https://www.channelnewsasia.com/news/world/wuhan-virus-french-doctor-staying-put-12371868?cid=FBcna&fbclid=IwAR2yXSbyMd2e5WCn7WJ262qQPuVMfwLItyVnWZJKcOjp4cGSV7R6DelLPCw,30 Jan 2020 11:24 PM,Channel NewsAsia
"POFMA temporary exemptions to be lifted, move 'critical' given evolving coronavirus situation: MCI",https://www.channelnewsasia.com/news/singapore/wuhan-virus-pofma-temporary-exemptions-lifted-mci-12371666?cid=FBcna&fbclid=IwAR2_vVgmlGYaSn9q32AXaANboN9G8OalOJTlJKGpJUNg3rFugyrOdryZolA,30 Jan 2020 10:30 PM,Channel NewsAsia
Thailand arrests two for 'fake news' posts on coronavirus,https://www.channelnewsasia.com/news/wuhan-virus-thailand-arrests-fake-news-posts-12371466,30 Jan 2020 8:49 PM,Channel NewsAsia
South Korea reports local human-to-human virus transmission,https://www.channelnewsasia.com/news/asia/wuhan-virus-south-korea-local-transmission-human-12371292?cid=FBcna&fbclid=IwAR26KSP9wFxEVkxhiRfUiEkjlki7N5Njx5f-kHxCGsh-04dyacjpPDLlNb0,30 Jan 2020 8:12 PM,Channel NewsAsia
"Wuhan virus: 3 new cases confirmed in Singapore, bringing tally to 13",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-new-confirmed-cases-13-12369838?cid=FBcna&fbclid=IwAR2AiFFINEalbpFrrvKSDMrosDPrfStWiXaZnnrrb-7kOkD0D5A0wPqpoLE,30 Jan 2020 9:02 PM,Channel NewsAsia
Thousands held on liner in Italy over virus fears for China couple,https://www.channelnewsasia.com/news/world/thousands-held-on-liner-in-italy-over-virus-fears-for-china-12371230,30 Jan 2020 7:50 PM,Channel NewsAsia
Wuhan virus: Sabah suspends all flights from China,https://www.channelnewsasia.com/news/asia/wuhan-virus-sabah-suspends-flights-from-china-malaysia-12371194,30 Jan 2020 8:06 PM,Channel NewsAsia
"Wuhan virus: Singapore's economy will be impacted, but is diversified enough to mitigate uncertainty, says Manpower Minister",https://www.channelnewsasia.com/news/singapore/wuhan-virus-singapore-economy-impacted-josephine-teo-12370742?cid=fbcna&fbclid=IwAR28v1TK-M_PX42ZgBkCE3Ogn7oIAVGgy058BYfJksSQkd0zz0-XMt1dtkk,30 Jan 2020 6:05 PM,Channel NewsAsia
Hong Kong unions threaten strikes in push for border closure to curb virus,https://www.channelnewsasia.com/news/asia/hong-kong-unions-threaten-strikes-in-push-for-border-closure-to-curb-virus-12369894?cid=FBcna&fbclid=IwAR2z1nAp3eI9Qf-cJyZerVml3AKayU9LNOgRxKJVansDCCEpkmTyoP-azyM,30 Jan 2020 5:21 PM,Channel NewsAsia
India reports its first case of Wuhan virus,https://www.channelnewsasia.com/news/asia/wuhan-virus-india-confirms-first-case-university-12370266,30 Jan 2020 4:41 PM,Channel NewsAsia
Philippines confirms first case of new coronavirus: Health minister,https://www.channelnewsasia.com/news/asia/wuhan-virus-philippines-confirm-first-case-12370262?cid=FBcna&fbclid=IwAR0rI9E6NdzqhchtlUE8_f1Q-JIL2HeHuzVp6X_0h5lW3lMG3htwuKBhEDA,30 Jan 2020 4:38 PM,Channel NewsAsia
Fitness First Singapore debunks notice claiming its clubs are closed due to Wuhan virus outbreak,https://www.channelnewsasia.com/news/singapore/wuhan-virus-fitness-first-outlet-closure-12367370?cid=FBcna&fbclid=IwAR28oESYazR5ERHVMYlu9MOulBr0BO6XfYPV-iYUtRsjt9OZl3zwwqMWN9Y,30 Jan 2020 4:15 PM,Channel NewsAsia
"Commentary: As it stands, the economic impact of the Wuhan virus will be limited",https://www.channelnewsasia.com/news/commentary/economic-impact-of-the-wuhan-virus-12365216?cid=FBcna&fbclid=IwAR1akvR5lUPICn70Z0OxRDaDaJlMU_6idJIHonyphXuVblzkLNeGun8PHqs,30 Jan 2020 2:58 PM,Channel NewsAsia
Stranded in Wuhan: Foreigners raise call for help in virus epicentre,https://www.channelnewsasia.com/news/asia/wuhan-virus-stranded-foreigners-call-help-12370038?cid=FBcna&fbclid=IwAR1-ZkMF84GAPGzDzS5Crm9DxZSNwJzykqunoUpuxCfu7j4N2nIFN0KrX70,30 Jan 2020 3:07 PM,Channel NewsAsia
Retailer Deen Express asked to explain high prices for masks: MTI,https://www.channelnewsasia.com/news/singapore/wuhan-virus-deen-express-mask-high-prices-carousell-lazada-qoo10-12371116?cid=FBcna&fbclid=IwAR1i1lt4zwVmAyieQPjcaaIq0EiRpsuZ-aeADJE4iY1s_sxmA_Sky7bkGSc,30 Jan 2020 7:45 PM,Channel NewsAsia
Supply of masks in Singapore 'enough' if managed properly: Chan Chun Sing,https://www.channelnewsasia.com/news/singapore/wuhan-virus-mask-stock-available-singapore-coronavirus-12369712?cid=FBcna&fbclid=IwAR2lG6bB8rYXJTCSHQw78B0kaFsCBeUpOvg_5exIkSGgDzJfl1izDNtEBQs,30 Jan 2020 1:50 PM,Channel NewsAsia
Malaysia confirms new case of Wuhan virus; total of 8 infected,https://www.channelnewsasia.com/news/asia/wuhan-virus-malaysia-case-total-12369772?cid=FBcna&fbclid=IwAR1ZzTom4vWI6PFxeJQwrfZAJ7sUeCMN2oXCXO-UT__j4Dq96MItEs-Cfyg,30 Jan 2020 3:36 PM,Channel NewsAsia
Hong Kong unions threaten strikes in push for border closure to curb virus,https://www.channelnewsasia.com/news/asia/hong-kong-unions-threaten-strikes-in-push-for-border-closure-to-curb-virus-12369894?cid=FBcna&fbclid=IwAR2z1nAp3eI9Qf-cJyZerVml3AKayU9LNOgRxKJVansDCCEpkmTyoP-azyM,30 Jan 2020 5:21 PM,Channel NewsAsia
Wuhan virus: 92 Singaporeans flown home from Wuhan; some remain in the city as they are symptomatic,https://www.channelnewsasia.com/news/singapore/wuhan-virus-singaporeans-scoot-flown-home-changi-12369704?cid=FBcna&fbclid=IwAR2fPtKkpkoEoAHZCGK6yzYcGSmdPZnHL-1M7b-pWVPuBHJDuK-R4eZ-9Hs,30 Jan 2020 11:51 AM,Channel NewsAsia
South Korea's Moon urges calm amid protests over Wuhan virus quarantine sites,https://www.channelnewsasia.com/news/asia/wuhan-virus-south-korea-protests-quarantine-12369518?cid=FBcna&fbclid=IwAR2tBdaKNPUQwB7s96Iiz-BfEYvqC3xT78wEq46mUpburH6WMECSDo4FeOg,30 Jan 2020 11:06 AM,Channel NewsAsia
Wuhan virus in Singapore: The first 7 days,https://www.channelnewsasia.com/news/singapore/singapore-wuhan-virus-coronavirus-first-7-days-12364268?cid=FBcna&fbclid=IwAR3_bHsW72X-xAKzkclmbtlcz95430RJZn7DKPKoOkz18SuFcjYV8SFqErY,30 Jan 2020 10:02 AM,Channel NewsAsia
New study places Wuhan virus incubation period at around 5 days,https://www.channelnewsasia.com/news/asia/wuhan-virus-research-study-incubation-period-5-days-12369026?cid=FBcna&fbclid=IwAR23pQiEUzZySFDhwphzig-eDxPQvSToGLKBkjSO8G6abSIEsBNFr7NKW4w,30 Jan 2020 9:20 AM,Channel NewsAsia
US evacuees from Wuhan placed under 72-hour 'hold' at California military base,https://www.channelnewsasia.com/news/world/wuhan-virus-united-states-evacuation-china-12368932?cid=FBcna&fbclid=IwAR2D6Reu50OH-Do7kgMUrlr5XWtZzbDHXZ_u82ymSnE705sFFktSXM1xf3A,30 Jan 2020 9:19 AM,Channel NewsAsia
3 Japanese evacuated from Wuhan have coronavirus: Health minister,https://www.channelnewsasia.com/news/asia/wuhan-virus-japan-cases-evacuated-12368982?cid=FBcna&fbclid=IwAR1zumRQoTozlpEQfSZGcOEjg_5oXenzyE6BxyYZEivPGWu07zI0UAmAjWQ,30 Jan 2020 8:47 AM,Channel NewsAsia
I'm in an apocalypse': American student trapped in virus-hit Chinese city,https://www.channelnewsasia.com/news/asia/wuhan-virus-china-american-student-trapped-apocalypse--12368408?cid=fbcna&fbclid=IwAR12qpWAvnRt2xoIyOhcppFhBgxkf4Tny-yMJtT8AKgjQ7vvDnwCOL3_EUU,30 Jan 2020 3:51 AM,Channel NewsAsia
Human spread of virus in three countries outside China worrying: WHO chief,https://www.channelnewsasia.com/news/world/wuhan-virus-world-health-organization-outbreak-12368176?cid=fbcna&fbclid=IwAR0g2zicaTV0zzIc-43DvGYE2ixI9_1kwOUBmugPuCIBUqfgMcGs6UBz75U,30 Jan 2020 1:55 AM,Channel NewsAsia
"Wuhan virus: All steps have been taken to ensure no outbreak in Indonesia, says health minister",https://www.channelnewsasia.com/news/asia/wuhan-virus-indonesia-health-minister-preparedness-12365036?cid=FBcna&fbclid=IwAR1cJhIHYpcOja2HkP9d8z7dM-9NnBqR7_dMZHGGJJiY-JXmivmcmEwaVUU,30 Jan 2020 6:27 AM,Channel NewsAsia
